disk_reference,duration,start,channel,title,description,scrid,pcrid
5081439373702933114,1800,2007-06-29 13:00:00 +0100,BBC News 24,BBC One O'Clock News,National and international news from the BBC.,"",""
5081447104627617254,600,2007-06-29 13:30:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S],crid://fp.bbc.co.uk/KCI7Z4,""
5081447104644065892,1800,2007-06-29 13:30:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081449681607994836,15600,2007-06-29 13:40:00 +0100,BBC One,Wimbledon 2007,"Sue Barker presents more live coverage from day five of the 2007 Championships, with the pick of today's third round matches in the men's and women's singles. [S]",crid://fp.bbc.co.uk/KCID5X,""
5081454835585198699,3600,2007-06-29 14:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081470297467464318,3600,2007-06-29 15:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081476739906153793,900,2007-06-29 15:25:00 +0100,BBC Two,ChuckleVision,"CBBC. Alien Antics: Paul and Barry are trapped on a flying saucer with only an alien and colony of tomatoes for company. [AD,S]",crid://fp.bbc.co.uk/KCI8FX,crid://fp.bbc.co.uk/4CBQPK
5081480605376720184,1500,2007-06-29 15:40:00 +0100,BBC Two,Arthur,CBBC. Attack of the Turbo Tibbles/DW Tricks the Tooth Fairy: The Tibble Twins watch a violent cartoon and think they have super powers; DW discovers the tooth fairy leaves money. [S],crid://fp.bbc.co.uk/KCI8FW,crid://fp.bbc.co.uk/4CBPLC
5081485759349729916,3600,2007-06-29 16:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081487047827664178,1500,2007-06-29 16:05:00 +0100,BBC Two,What's New Scooby Doo?,CBBC. Ready to Scare: The gang goes to Paris to see Daphne's cousin become model of the year. But they find she's been abducted by a giant gargoyle. [S],crid://fp.bbc.co.uk/KCI898,crid://fp.bbc.co.uk/SIGRQ
5081493490278608170,1800,2007-06-29 16:30:00 +0100,BBC Two,Raven,"CBBC. Three warriors remain. They will need all their skill to pierce the Serpent's Eye, all their senses to defeat the Fire Demon, and all their cunning to escape the Blasted Mountain. [S]",crid://fp.bbc.co.uk/KCI82N,crid://fp.bbc.co.uk/56FOCJ
5081501221219741007,1500,2007-06-29 17:00:00 +0100,BBC Two,Totally Dr Who,"CBBC. In the last show, Team Totally take over the studio, battling it out for the ultimate accolade of Team Totally champions. [S]",crid://fp.bbc.co.uk/KCIUBW,crid://fp.bbc.co.uk/4GYZMG
5081501221231995508,3600,2007-06-29 17:00:00 +0100,BBC News 24,BBC Five O'Clock News Hour,The BBC Five O'Clock News Hour with in-depth discussions and analysis as well as breaking news.,"",""
5081507663670684981,600,2007-06-29 17:25:00 +0100,BBC Two,Newsround,CBBC. Daily news magazine keeping you up to date on the latest stories and events happening at home and abroad. [S],crid://fp.bbc.co.uk/KCI84B,""
5081510240651062573,900,2007-06-29 17:35:00 +0100,BBC Two,Sean the Sheep,"CBBC. Little Sheep of Horrors/Who's the Mummy: Intrigued by a horror film on TV, Timmy wanders into the farmhouse late one night; Shaun comes across some newly-hatched chicks. [S]",crid://fp.bbc.co.uk/KCJ5M0,crid://fp.bbc.co.uk/4CBOXO
5081514106121629009,7800,2007-06-29 17:50:00 +0100,BBC Two,Wimbledon 2007,"Sue Barker is at Wimbledon with the pick of this evening's matches, plus a full round-up of the games played earlier today. [S]",crid://fp.bbc.co.uk/KCID5L,crid://fp.bbc.co.uk/KCJAI5#01
5081516683097812443,1800,2007-06-29 18:00:00 +0100,BBC One,BBC News,"National and international news from the BBC, followed by Weather. [S]",crid://fp.bbc.co.uk/KCI4LN,""
5081516683114261115,1800,2007-06-29 18:00:00 +0100,BBC News 24,BBC Six O'Clock News,National and international news from the BBC.,"",""
5081524414038945256,1800,2007-06-29 18:30:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S] Followed by the national headlines and Weather.,crid://fp.bbc.co.uk/KCI7Z5,""
5081524414055393904,1800,2007-06-29 18:30:00 +0100,BBC News 24,Sportsday,A round up of all the day's sports events.,crid://fp.bbc.co.uk/KCIKQC,""
5081532144980078041,1800,2007-06-29 19:00:00 +0100,BBC One,Saving Planet Earth,Phil Tufnell. Saving Rhinos: The series investigating how we can save the planet's wildlife. Cricketer and TV personality Phil Tufnell travels to the last stronghold of the Indian rhino. [S],crid://fp.bbc.co.uk/KCJA0C,crid://fp.bbc.co.uk/5411VM
5081532144992332657,1800,2007-06-29 19:00:00 +0100,BBC Three,The Real Hustle,"4/10. A team of hustlers try out notorious scams on members of the public. Including distraction techniques used to access car boots, and a restaurant scam that guarantees a cheap meal. [S]",crid://fp.bbc.co.uk/KCIXK0,crid://fp.bbc.co.uk/35W3LK
5081532144996526702,3600,2007-06-29 19:00:00 +0100,BBC News 24,News 24 Tonight,"The best of the BBC's journalism from all of the BBC's television outlets. Featuring stories from the One and Six O'Clock News bulletins, Breakfast, BBC World and national and regional newsrooms.","",""
5081532145810288383,1800,2007-06-29 19:00:00 +0100,BBC Four,World News Today,"The latest national and international news, exploring the day's events from a global perspective. Followed by a weather update.",crid://fp.bbc.co.uk/KCI927,""
5081539875921210866,1800,2007-06-29 19:30:00 +0100,BBC One,Concert For Diana,"The Princes' Interview: Princes William and Harry discuss their mother's life and legacy in a rare interview with Fearne Cotton, before Sunday's Concert For Diana. [S]","",crid://fp.bbc.co.uk/1LZ94D
5081539875933465461,1800,2007-06-29 19:30:00 +0100,BBC Three,The Real Hustle,"5/10. A team of hustlers try out scams on members of the public. Scams include how to steal a car using role play, and how a mock auction can con people into buying cheap goods. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCIXK0,crid://fp.bbc.co.uk/35W3LL
5081539876751421173,1800,2007-06-29 19:30:00 +0100,BBC Four,Wainwright's  Walks,"2/4. Blencathra: Julia Bradbury looks at the work of legendary fell walker Alfred Wainwright, tackling her first mountain. Why did Wainwright cover this fell in more detail than any other? [S]",crid://fp.bbc.co.uk/KCJ58O,crid://fp.bbc.co.uk/35W3KE
5081547606862343644,1800,2007-06-29 20:00:00 +0100,BBC One,EastEnders,"Phil has a tough decision to make after a meeting with Stella's parents exposes her lies. Things are going smoothly for Bradley and Stacey, until he is presented with a difficult choice. [AD,S]",crid://fp.bbc.co.uk/KCI195,crid://fp.bbc.co.uk/4D2KEL
5081547606874598243,2700,2007-06-29 20:00:00 +0100,BBC Three,Doctor Who,"11/13. Utopia: Jack's back! As Captain Jack storms back into the Doctor's life, the Tardis is thrown to the end of the universe itself. [AD,S]",crid://fp.bbc.co.uk/KCJ6WO,crid://fp.bbc.co.uk/54BW1N
5081547606878792291,3600,2007-06-29 20:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break. Including Newswatch.,"",""
5081547607692553972,3600,2007-06-29 20:00:00 +0100,BBC Four,Classic Britannia,"2/3. Modernism and Minimalism: In the 60s, British classical composers like Cardew, Bryars, Maxwell Davies and Birtwistle reinvented classical music for the modern world. [S]",crid://fp.bbc.co.uk/KCJ9TO,crid://fp.bbc.co.uk/4HI3PI
5081555337803476459,5400,2007-06-29 20:30:00 +0100,BBC One,The Inspector Lynley Mysteries,"Natural Causes: With Lynley on suspension, Havers is teamed up with the plain speaking and heavily pregnant DI Knight (Liza Tarbuck) and sent to Kent to investigate a drowning. [AD,S]","",crid://fp.bbc.co.uk/4D2CHP
5081559203286297447,900,2007-06-29 20:45:00 +0100,BBC Three,Doctor Who Confidential,"11/13. 'Ello 'Ello 'Ello: After being left alone by the Doctor in series one, Captain Jack Harkness returns and there's an interview with the actor who plays him, John Barrowman. [S] Then 60 Seconds.","",crid://fp.bbc.co.uk/1RH8QH
5081563068748803371,3600,2007-06-29 21:00:00 +0100,BBC Two,Lost World of the Raj,"Pomp and Power: A former British officer is reunited with his Indian classmates and an Indian officer, the first Indian to lead British men into battle, reflects on his past. [AD,S]",crid://fp.bbc.co.uk/KCJ9LW,crid://fp.bbc.co.uk/53TY7I
5081563068756863848,2700,2007-06-29 21:00:00 +0100,BBC Three,Doctor Who,"12/13. The Sound of Drums: Harry Saxon becomes Prime Minister, but his dark ambitions reach beyond the stars. [AD,S]",crid://fp.bbc.co.uk/KCJ6WO,crid://fp.bbc.co.uk/54BW1O
5081563068761057909,3600,2007-06-29 21:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break. Including Film 24 with a look at the latest film releases and box office news.,"",""
5081563069574819568,3600,2007-06-29 21:00:00 +0100,BBC Four,The Best of Glastonbury 2007,"A look back at performances on the Jazz World Stage. Includes Amy Winehouse, Seth Lakeman and Corrine Bailey Rae. Plus acoustic performances from Seasick Steve and Amadou and Mariam. [S]",crid://fp.bbc.co.uk/KCIDUF,crid://fp.bbc.co.uk/4HJQMV
5081574665168563041,900,2007-06-29 21:45:00 +0100,BBC Three,Doctor Who Confidential,"12/13. The Saxon Mystery: John Simm talks to Doctor Who Confidential, discussing how he prepared for the role of the infamous Mr Saxon, who's more than a match for the Doctor. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJ6WR,crid://fp.bbc.co.uk/1RH8QI
5081578530626874865,1500,2007-06-29 22:00:00 +0100,BBC One,BBC Ten O'Clock News,"National and international news, with reports from BBC correspondents worldwide. [S]",crid://fp.bbc.co.uk/KCI4LO,""
5081578530631069011,1800,2007-06-29 22:00:00 +0100,BBC Two,Balderdash & Piffle,Who Were They? Who on earth was Gordon Bennett? Just what did he do to inspire such exasperation? That's just one of this week's word mysteries. Strong language. [S],crid://fp.bbc.co.uk/KCIMHO,crid://fp.bbc.co.uk/35W45L
5081578530639129454,1800,2007-06-29 22:00:00 +0100,BBC Three,EastEnders,"Phil has a tough decision to make after a meeting with Stella's parents exposes her lies. Things seem to be going smoothly for Bradley and Stacey, but not for long. [S]",crid://fp.bbc.co.uk/KCI196,crid://fp.bbc.co.uk/4D2KEL
5081578530643323510,3600,2007-06-29 22:00:00 +0100,BBC News 24,BBC Ten O'Clock News Hour,"The BBC's Ten O'Clock News Hour, including Sportsday at 10.30pm, plus all the day's business and the first review of tomorrow morning's newspapers. [S]",crid://fp.bbc.co.uk/KCIOF4,""
5081578531457085169,3000,2007-06-29 22:00:00 +0100,BBC Four,Monsoon Railway,2/2. Gerry Troyna's affectionate portrait of Indian Railways' struggle to maintain a service throughout the four month Monsoon season. [S],crid://fp.bbc.co.uk/KCIHCS,crid://fp.bbc.co.uk/35W1Y3
5081584973077818867,600,2007-06-29 22:25:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. Followed by the national headlines and Weather. [S],crid://fp.bbc.co.uk/KCI7ZG,""
5081586261572201787,1800,2007-06-29 22:30:00 +0100,BBC Two,Newsnight,In-depth investigation and analysis of the stories behind the day's headlines. [S],crid://fp.bbc.co.uk/KCI4LK,""
5081586261580262249,1800,2007-06-29 22:30:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 7/8. Homeless and Horny: Donna's tutor invites her for extra coaching, and Janet tempts Jonny to a bite of her pasties. Adult humour. [AD,S] Followed by 60 Seconds.",crid://fp.bbc.co.uk/KCIUNK,crid://fp.bbc.co.uk/1RSHPJ
5081587550058196442,3600,2007-06-29 22:35:00 +0100,BBC One,Friday Night with Jonathan Ross,"Jonathan is joined by Hollywood superstar Bruce Willis, TV presenter Fearne Cotton and musician Pete Doherty. Plus music from Arcade Fire. [S]",crid://fp.bbc.co.uk/KCI4BL,crid://fp.bbc.co.uk/35V99M
5081591416358973171,3600,2007-06-29 22:50:00 +0100,BBC Four,How to Be an Ex Prime Minister,"In the week that Tony Blair resigns, Michael Cockerell looks at how other Prime Ministers have coped with life after Number Ten. With interviews with former premiers and those closest to them. [S]","",crid://fp.bbc.co.uk/7FOMF
5081593992513334585,2700,2007-06-29 23:00:00 +0100,BBC Two,Newsnight Review,"Kirsty Wark is joined by John Harris, Miranda Sawyer and Paul Morley for a special edition of the programme from the inaugural Manchester International Festival. [S]",crid://fp.bbc.co.uk/KCI67G,""
5081593992521395045,1800,2007-06-29 23:00:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 8/8. Filthy Brunching: Gaz finds an unusual solution to his problem. Janet tries to excite Jonny with adventurous sex. Some strong language. [AD,S]",crid://fp.bbc.co.uk/KCIUNK,crid://fp.bbc.co.uk/1RSHPK
5081593992525589096,1800,2007-06-29 23:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081601723462527851,1800,2007-06-29 23:30:00 +0100,BBC Three,"Touch Me, I'm Karen Taylor","3/6. Sketch series taking a fresh and saucy look at modern life. Sketches include The Tao of Taylor, straight-talking advice for women. Some strong language. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJ9IM,crid://fp.bbc.co.uk/35VAH6
5081601723466721920,1800,2007-06-29 23:30:00 +0100,BBC News 24,HARDtalk Extra,"Eighties' music legend, Marc Almond, talks to Gavin Esler about the motorcycle crash two year ago that almost claimed his life, and his ability to sing.",crid://fp.bbc.co.uk/KCJ891,""
5081603011940463009,1800,2007-06-29 23:35:00 +0100,BBC One,Would I Lie To You?,"Comedy panel show hosted by Angus Deayton. Team captains Lee Mack and David Mitchell are joined by John Barrowman, Fay Ripley, Patrick McGuinness and Dom Wood. Adult themes. [S]",crid://fp.bbc.co.uk/KCJAAC,crid://fp.bbc.co.uk/35VANA
5081605588925033791,6900,2007-06-29 23:45:00 +0100,BBC Two,Boys Don't Cry,"Teena Brandon would rather be a boy, and reverses her name and her identity, hoping to make a fresh start in a new town, where Brandon meets Lana. Strong language and sexual violence. [1999] [AD,S]","",crid://fp.bbc.co.uk/4J3Y9G
5081606878241238770,3000,2007-06-29 23:50:00 +0100,BBC Four,The Avengers,"19/25. The $50,000 Breakfast: Steed and Emma investigate the strange case of a man with $50,000 worth of diamonds in his stomach. [S]","",crid://fp.bbc.co.uk/4J5E20
5081609454403660642,3300,2007-06-30 00:00:00 +0100,BBC Three,Sex... With Mum and Dad,2/4. Radical Dutch sexologist Maria Schopman helps two more families being torn apart by sexual issues. Adult themes. [S],"",crid://fp.bbc.co.uk/35W3SD
5081609454407856382,1800,2007-06-30 00:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5081610742881594868,3600,2007-06-30 00:05:00 +0100,BBC One,Seven Ages of Rock,"Left of the Dial - US Alternative Rock: The story of the contrasting fates of two of America's biggest, most authentic bands, Nirvana and REM, and the hidden links between them. Strong language [AD,S]",crid://fp.bbc.co.uk/KCJ8ZO,crid://fp.bbc.co.uk/5416HE
5081617185348989170,1800,2007-06-30 00:30:00 +0100,BBC News 24,The Week on Newsnight,Jeremy Paxman looks back at the best of the week's films and discussions from Newsnight.,"",""
5081619763143126813,3600,2007-06-30 00:40:00 +0100,BBC Four,Cooking in the Danger Zone,"5/5. Burma: Food writer Stefan Gates takes a culinary tour of some of the world's harshest places. In the jungle of eastern Burma, he is in the midst of a vicious guerilla war. [S]",crid://fp.bbc.co.uk/KCJ47G,crid://fp.bbc.co.uk/73S9K
5081623627795737450,1800,2007-06-30 00:55:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 7/8. Homeless and Horny: Donna's tutor invites her for extra coaching, Gaz has a problem in his trousers, and Janet tempts Jonny to a bite of her pasties. Adult humour. [AD,S]",crid://fp.bbc.co.uk/KCIUNL,crid://fp.bbc.co.uk/1RSHPJ
5081624916290121997,1800,2007-06-30 01:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
